treatment_id,soilN,replicate,timestep,legume_root,cereal_root,no_root
1,20.0,10,6,0.0,5224.779754829668,0.0
1,20.0,10,7,0.0,5932.452412287101,0.0
1,20.0,10,8,0.0,6598.6011617927925,0.0
1,20.0,10,9,0.0,7225.176419327092,0.0
1,20.0,10,10,0.0,7814.12559202682,0.0
1,20.0,10,11,0.0,8367.381745753672,0.0
1,20.0,10,12,0.0,8886.85279471824,0.0
1,20.0,10,13,0.0,9374.411458369465,0.0
1,20.0,10,14,0.0,9831.88618197134,0.0
1,20.0,10,15,0.0,10261.053164083482,0.0
1,20.0,10,16,0.0,10663.62958047245,0.0
1,20.0,10,17,0.0,11041.268043182014,0.0
1,20.0,10,18,0.0,11395.552288175055,0.0
1,20.0,10,19,0.0,11727.994046844184,0.0
1,20.0,10,20,0.0,12040.03102663785,0.0
1,20.0,10,21,0.0,12333.025904187889,0.0
1,20.0,10,22,0.0,12608.266220195243,0.0
1,20.0,10,23,0.0,12866.965058070911,0.0
1,20.0,10,24,0.0,13110.262386841772,0.0
1,20.0,10,25,0.0,13339.226951927832,0.0
1,20.0,10,26,0.0,13554.858603912073,0.0
1,20.0,10,27,0.0,13758.090964287863,0.0
1,20.0,10,28,0.0,13949.79433745791,0.0
1,20.0,10,29,0.0,14130.77878921332,0.0
1,20.0,10,30,0.0,14301.797322948049,0.0
1,20.0,10,31,0.0,14463.549095523149,0.0
1,20.0,10,32,0.0,14616.682624682637,0.0
1,20.0,10,33,0.0,14761.798949046497,0.0
1,20.0,10,34,0.0,14899.454709864627,0.0
1,20.0,10,35,0.0,15030.165130874819,0.0
1,20.0,10,36,0.0,15154.406878784675,0.0
1,20.0,10,37,0.0,15272.620792142337,0.0
1,20.0,10,38,0.0,15385.214470746136,0.0
1,20.0,10,39,0.0,15492.564721353028,0.0
1,20.0,10,40,0.0,15595.019858368667,0.0
1,20.0,11,1,0.0,994.5663193326577,0.0
1,20.0,11,2,0.0,1936.7239500516812,0.0
1,20.0,11,3,0.0,2828.198073977399,0.0
1,20.0,11,4,0.0,3670.7720741381477,0.0
1,20.0,11,5,0.0,4466.279596212522,0.0
1,20.0,11,6,0.0,5216.595359656378,0.0
1,20.0,11,7,0.0,5923.6249685704715,0.0
1,20.0,11,8,0.0,6589.294011309339,0.0
1,20.0,11,9,0.0,7215.5367606470445,0.0
1,20.0,11,10,0.0,7804.284791797292,0.0
1,20.0,11,11,0.0,8357.455824117254,0.0
1,20.0,11,12,0.0,8876.943065749114,0.0
1,20.0,11,13,0.0,9364.605301763862,0.0
1,20.0,11,14,0.0,9822.25791928474,0.0
1,20.0,11,15,0.0,10251.665011554434,0.0
1,20.0,11,16,0.0,10654.532650765499,0.0
1,20.0,11,17,0.0,11032.503369971351,0.0
1,20.0,11,18,0.0,11387.151850068956,0.0
1,20.0,11,19,0.0,11719.981770392138,0.0
1,20.0,11,20,0.0,12032.423751757267,0.0
1,20.0,11,21,0.0,12325.834299024176,0.0
1,20.0,11,22,0.0,12601.495635970676,0.0
1,20.0,11,23,0.0,12860.616317725293,0.0
1,20.0,11,24,0.0,13104.332504119315,0.0
1,20.0,11,25,0.0,13333.709779967692,0.0
1,20.0,11,26,0.0,13549.745414342464,0.0
1,20.0,11,27,0.0,13753.370959323865,0.0
1,20.0,11,28,0.0,13945.455098599386,0.0
1,20.0,11,29,0.0,14126.80666688223,0.0
1,20.0,11,30,0.0,14298.177771849483,0.0
1,20.0,11,31,0.0,14460.266960717412,0.0
1,20.0,11,32,0.0,14613.722383368991,0.0
1,20.0,11,33,0.0,14759.144912929985,0.0
1,20.0,11,34,0.0,14897.09119274604,0.0
1,20.0,11,35,0.0,15028.076585804407,0.0
1,20.0,11,36,0.0,15152.578008779794,0.0
1,20.0,11,37,0.0,15271.0366381093,0.0
1,20.0,11,38,0.0,15383.860479883355,0.0
1,20.0,11,39,0.0,15491.426798957807,0.0
1,20.0,11,40,0.0,15594.084405631997,0.0
1,20.0,12,1,0.0,996.9062889396099,0.0
1,20.0,12,2,0.0,1941.1652685954555,0.0
1,20.0,12,3,0.0,2834.5133847648026,0.0
1,20.0,12,4,0.0,3678.7458335876986,0.0
1,20.0,12,5,0.0,4475.708536187869,0.0
1,20.0,12,6,0.0,5227.288845840025,0.0
1,20.0,12,7,0.0,5935.405241775994,0.0
1,20.0,12,8,0.0,6601.99630332105,0.0
1,20.0,12,9,0.0,7229.009281177132,0.0
1,20.0,12,10,0.0,7818.388588117858,0.0
1,20.0,12,11,0.0,8372.064519532832,0.0
1,20.0,12,12,0.0,8891.942487050956,0.0
1,20.0,12,13,0.0,9379.893008953439,0.0
1,20.0,12,14,0.0,9837.742653061576,0.0
1,20.0,12,15,0.0,10267.26607531116,0.0
1,20.0,12,16,0.0,10670.179244175974,0.0
1,20.0,12,17,0.0,11048.133890809928,0.0
1,20.0,12,18,0.0,11402.713179812084,0.0
1,20.0,12,19,0.0,11735.428557596135,0.0
1,20.0,12,20,0.0,12047.717705345683,0.0
1,20.0,12,21,0.0,12340.94350160769,0.0
1,20.0,12,22,0.0,12616.393885290996,0.0
1,20.0,12,23,0.0,12875.282502363845,0.0
1,20.0,12,24,0.0,13118.750017814435,0.0
1,20.0,12,25,0.0,13347.865977287658,0.0
1,20.0,12,26,0.0,13563.63110909013,0.0
1,20.0,12,27,0.0,13766.979965908047,0.0
1,20.0,12,28,0.0,13958.783815691251,0.0
1,20.0,12,29,0.0,14139.853701965269,0.0
1,20.0,12,30,0.0,14310.943604746823,0.0
1,20.0,12,31,0.0,14472.753643815577,0.0
1,20.0,12,32,0.0,14625.933276027123,0.0
1,20.0,12,33,0.0,14771.084447443556,0.0
1,20.0,12,34,0.0,14908.764669201733,0.0
1,20.0,12,35,0.0,15039.489993198022,0.0
1,20.0,12,36,0.0,15163.737869854573,0.0
1,20.0,12,37,0.0,15281.949875493376,0.0
1,20.0,12,38,0.0,15394.534301250196,0.0
1,20.0,12,39,0.0,15501.868599093004,0.0
1,20.0,12,40,0.0,15604.301683455948,0.0
1,20.0,13,1,0.0,995.341703588249,0.0
1,20.0,13,2,0.0,1938.1629140263758,0.0
1,20.0,13,3,0.0,2830.194421826162,0.0
1,20.0,13,4,0.0,3673.225498610673,0.0
1,20.0,13,5,0.0,4469.095921175003,0.0
1,20.0,13,6,0.0,5219.686737182765,0.0
1,20.0,13,7,0.0,5926.910024024162,0.0
1,20.0,13,8,0.0,6592.697931590368,0.0
1,20.0,13,9,0.0,7218.991322720582,0.0
1,20.0,13,10,0.0,7807.728330635073,0.0
1,20.0,13,11,0.0,8360.833141159492,0.0
1,20.0,13,12,0.0,8880.205280823238,0.0
1,20.0,13,13,0.0,9367.709652987529,0.0
1,20.0,13,14,0.0,9825.167516766887,0.0
1,20.0,13,15,0.0,10254.348551649928,0.0
1,20.0,13,16,0.0,10656.964098223145,0.0
1,20.0,13,17,0.0,11034.661615554065,0.0
1,20.0,13,18,0.0,11389.020351150975,0.0
1,20.0,13,19,0.0,11721.548181698336,0.0
1,20.0,13,20,0.0,12033.679552859188,0.0
1,20.0,13,21,0.0,12326.774424504945,0.0
1,20.0,13,22,0.0,12602.118113372771,0.0
1,20.0,13,23,0.0,12860.921917552669,0.0
1,20.0,13,24,0.0,13104.324405321875,0.0
1,20.0,13,25,0.0,13333.393253526461,0.0
1,20.0,13,26,0.0,13549.127526823542,0.0
1,20.0,13,27,0.0,13752.46029759563,0.0
1,20.0,13,28,0.0,13944.261516320032,0.0
1,20.0,13,29,0.0,14125.341052867268,0.0
1,20.0,13,30,0.0,14296.45184001971,0.0
1,20.0,13,31,0.0,14458.293061002363,0.0
1,20.0,13,32,0.0,14611.513332691758,0.0
1,20.0,13,33,0.0,14756.713845217739,0.0
1,20.0,13,34,0.0,14894.451426787637,0.0
1,20.0,13,35,0.0,15025.241509702702,0.0
1,20.0,13,36,0.0,15149.560979713056,0.0
1,20.0,13,37,0.0,15267.850896115368,0.0
1,20.0,13,38,0.0,15380.519074404674,0.0
1,20.0,13,39,0.0,15487.94252692903,0.0
1,20.0,13,40,0.0,15590.469759949083,0.0
1,20.0,14,1,0.0,997.5518941366693,0.0
1,20.0,14,2,0.0,1942.3448629282984,0.0
1,20.0,14,3,0.0,2836.122297706615,0.0
1,20.0,14,4,0.0,3680.686620461698,0.0
1,20.0,14,5,0.0,4477.89119443353,0.0
1,20.0,14,6,0.0,5229.630957732003,0.0
1,20.0,14,7,0.0,5937.832036813193,0.0
1,20.0,14,8,0.0,6604.440636643161,0.0
1,20.0,14,9,0.0,7231.411527697734,0.0
1,20.0,14,10,0.0,7820.696455342956,0.0
